response,rt,participant_id,ab_nominal
1,2.0145,876,0.05
1,4.3051,876,10.0
0,5.5167,876,10.0
1,2.4579,876,10.0
1,1.9465,876,10.0
0,4.1974,876,10.0
1,5.2898,876,0.05
0,3.775,876,0.05
1,3.7736,876,0.05
0,1.4578,876,0.05
1,2.9366,876,0.05
1,2.3277,876,0.05
1,2.3936,876,0.05
0,2.6045,876,0.05
1,1.6879,876,0.05
1,1.5544,876,0.05
1,2.2419,876,0.05
1,3.0575,876,0.05
1,1.3892,876,10.0
0,2.7651,876,10.0
1,2.4363,876,10.0
1,2.9435,876,10.0
1,2.7989,876,10.0
1,5.5865,876,0.05
0,2.589,876,0.05
1,3.2336,876,0.05
1,1.8588,876,0.05
1,1.7338,876,0.05
1,1.2838,876,0.05
1,4.2835,876,0.05
1,1.6004,876,0.05
1,1.623,876,0.05
0,1.4812,876,0.05
1,1.2836,876,0.05
1,1.294,876,0.05
1,5.2667,876,0.05
0,3.4273,876,0.05
1,1.1491,876,0.05
1,1.5574,876,0.05
1,2.4671,876,0.05
0,3.25,876,0.05
1,1.0976,876,0.05
1,1.4979,876,10.0
1,1.7597,876,10.0
1,1.4321,876,10.0
1,2.6975,876,10.0
1,1.5018,876,10.0
1,6.5974,876,10.0
1,1.9658,876,10.0
1,1.2659,876,10.0
1,2.4244,876,10.0
1,1.6046,876,10.0
1,1.1629,876,10.0
1,1.6379,876,10.0
0,4.451,876,10.0
1,2.5012,876,10.0
1,1.7976,876,10.0
0,8.1324,877,10.0
1,13.0551,877,10.0
1,3.9656,877,10.0
1,6.4362,877,10.0
1,4.3405,877,10.0
1,2.4295,877,10.0
1,3.3641,877,10.0
1,7.0739,877,0.05
1,7.9535,877,0.05
1,6.7713,877,0.05
1,2.7264,877,0.05
0,12.8779,877,0.05
1,2.6519,877,0.05
0,12.2535,877,0.05
1,2.9431,877,10.0
1,14.8468,877,10.0
0,13.5542,877,10.0
1,7.1292,877,10.0
1,4.3611,877,10.0
0,2.2923,877,10.0
1,3.5233,877,10.0
1,13.3251,877,10.0
0,7.9264,877,10.0
1,6.2243,877,10.0
0,10.3446,877,10.0
1,7.2506,877,10.0
1,5.2163,877,10.0
1,5.9359,877,0.05
0,2.6861,877,0.05
0,13.9152,877,0.05
0,4.2965,877,0.05
1,3.042,877,0.05
1,4.6282,877,0.05
1,5.6133,877,0.05
1,8.9357,877,0.05
1,3.4803,877,10.0
1,9.1822,877,10.0
1,7.8085,877,10.0
1,10.2395,877,10.0
0,3.833,877,10.0
1,6.0383,877,10.0
0,3.1852,877,10.0
1,4.0598,877,10.0
1,1.942,877,0.05
1,1.7452,877,0.05
0,1.3959,877,0.05
1,1.8278,877,0.05
1,6.5889,877,0.05
0,5.2085,877,0.05
1,2.0963,877,0.05
1,2.4892,877,0.05
1,6.7625,877,10.0
1,4.283,877,10.0
1,1.3102,877,10.0
1,4.9352,877,10.0
0,1.4419,877,10.0
1,3.6474,877,10.0
1,1.6664,877,10.0
1,1.9293,877,10.0
0,5.5391,877,0.05
1,1.6193,877,0.05
1,2.7149,877,0.05
0,5.9581,877,0.05
0,1.66,877,0.05
0,1.5755,877,0.05
1,3.6813,877,0.05
1,1.5582,877,0.05
1,4.7876,878,10.0
1,3.2912,878,10.0
0,1.6138,878,10.0
0,3.1045,878,10.0
1,3.0475,878,10.0
1,4.5861,878,10.0
1,7.4899,878,10.0
0,2.9911,878,0.05
1,5.8189,878,0.05
0,1.8208,878,0.05
1,3.3306,878,0.05
1,6.4592,878,0.05
0,1.4401,878,0.05
0,5.0347,878,0.05
1,2.9312,878,0.05
0,2.2556,878,0.05
0,2.9999,878,0.05
1,2.0754,878,0.05
1,2.6176,878,0.05
0,4.9326,878,0.05
1,2.4154,878,0.05
1,2.8134,878,0.05
1,2.7359,878,0.05
1,3.6629,878,10.0
1,2.1951,878,10.0
1,3.3759,878,10.0
1,3.8807,878,10.0
1,8.007,878,10.0
1,5.4743,878,10.0
1,5.1295,878,0.05
0,3.8203,878,0.05
1,4.0605,878,0.05
1,4.683,878,0.05
1,3.1785,878,0.05
1,3.8938,878,0.05
1,4.5863,878,0.05
1,3.7818,878,10.0
1,4.819,878,10.0
1,3.2086,878,10.0
0,2.2448,878,10.0
1,2.4901,878,10.0
1,2.822,878,10.0
0,3.7356,878,10.0
1,1.8879,878,10.0
1,4.2178,878,10.0
0,1.8968,878,10.0
1,2.6391,878,10.0
1,2.224,878,10.0
1,1.3518,878,0.05
0,3.4929,878,0.05
0,2.2157,878,0.05
0,2.4716,878,0.05
1,2.1947,878,0.05
1,2.8301,878,0.05
1,2.0018,878,0.05
0,1.7238,878,0.05
0,1.8696,878,0.05
1,1.9101,878,0.05
0,2.5368,878,10.0
1,3.5823,878,10.0
1,2.6167,878,10.0
1,3.5738,878,10.0
1,3.3092,878,10.0
1,3.6897,878,10.0
1,4.8858,878,10.0
1,2.3443,878,10.0
0,2.0654,878,0.05
1,3.3174,878,0.05
0,4.307,879,10.0
1,2.0181,879,10.0
1,1.7621,879,10.0
1,2.7369,879,10.0
1,2.6936,879,10.0
1,2.0032,879,0.05
1,3.3978,879,0.05
1,3.1135,879,0.05
1,1.4186,879,0.05
1,3.6488,879,0.05
0,4.1222,879,0.05
1,1.4175,879,0.05
0,2.4391,879,10.0
0,2.041,879,10.0
1,2.1331,879,10.0
1,2.5727,879,10.0
1,2.335,879,10.0
1,1.7577,879,0.05
0,1.7463,879,0.05
0,0.9321,879,0.05
1,2.0488,879,0.05
1,1.6283,879,0.05
1,1.1722,879,0.05
1,1.5141,879,0.05
1,2.9894,879,0.05
1,3.7069,879,0.05
0,5.5392,879,0.05
1,3.6934,879,0.05
1,2.5995,879,0.05
1,2.9491,879,0.05
0,2.4357,879,0.05
0,1.8408,879,0.05
1,2.0658,879,0.05
1,1.7864,879,0.05
1,2.3393,879,0.05
1,2.452,879,10.0
1,1.9093,879,10.0
1,2.6216,879,10.0
1,6.1513,879,10.0
0,5.0097,879,10.0
1,2.428,879,10.0
1,3.268,879,0.05
1,2.311,879,0.05
0,5.3731,879,0.05
1,2.1439,879,0.05
1,3.3829,879,0.05
1,5.1116,879,0.05
1,3.8056,879,0.05
1,3.3713,879,0.05
0,5.4068,879,0.05
1,3.2992,879,0.05
1,4.1518,879,0.05
1,2.8619,879,0.05
1,2.9565,879,0.05
1,5.1765,879,0.05
0,6.4285,879,0.05
1,7.4647,879,0.05
1,3.5116,879,10.0
1,2.94,879,10.0
1,2.7308,881,0.05
1,5.6688,881,0.05
1,6.393,881,0.05
1,5.9334,881,0.05
1,2.5274,881,0.05
1,2.8702,881,0.05
1,3.448,881,0.05
1,5.2125,881,0.05
1,2.9172,881,10.0
0,2.3861,881,10.0
1,2.5145,881,10.0
0,6.4554,881,10.0
0,3.2074,881,10.0
1,4.143,881,10.0
1,3.3512,881,0.05
0,3.0415,881,0.05
1,2.3563,881,0.05
1,3.8113,881,0.05
1,2.4624,881,0.05
0,4.4223,881,0.05
1,2.4769,881,0.05
0,2.243,881,10.0
0,3.2471,881,10.0
0,6.1686,881,10.0
1,4.2877,881,10.0
1,2.602,881,10.0
1,1.9155,881,10.0
0,2.0918,881,10.0
1,2.9798,881,10.0
0,5.5242,881,0.05
0,3.1249,881,0.05
1,3.3292,881,0.05
0,3.1524,881,0.05
1,3.6588,881,0.05
1,2.6116,881,0.05
1,1.808,881,0.05
1,4.9929,881,0.05
1,2.1338,881,0.05
1,2.8973,881,0.05
1,2.7737,881,0.05
1,5.5809,881,0.05
1,4.5135,881,10.0
0,3.4736,881,0.05
1,2.6639,881,0.05
0,1.8485,881,0.05
1,4.1058,881,0.05
1,1.2769,881,0.05
1,1.5579,881,0.05
1,1.6363,881,0.05
0,3.2775,881,0.05
1,4.0129,881,10.0
1,1.6923,881,10.0
0,2.1176,881,10.0
1,2.4331,881,10.0
1,1.6963,881,10.0
1,2.0306,881,10.0
0,2.7579,881,10.0
0,2.9717,881,0.05
0,3.0104,881,0.05
1,1.6796,881,0.05
1,2.9451,881,0.05
1,3.8898,881,0.05
1,1.8415,881,0.05
1,2.1577,881,0.05
1,1.6205,881,0.05
0,3.9626,881,10.0
0,1.3137,881,10.0
0,4.8735,881,10.0
1,1.3773,881,10.0
1,3.5719,881,10.0
0,3.5542,881,10.0
1,1.9101,881,10.0
1,2.4364,881,10.0
1,2.2454,882,0.05
1,1.8503,882,0.05
1,2.6609,882,0.05
1,4.5206,882,0.05
1,3.1619,882,10.0
1,1.8045,882,10.0
1,2.3749,882,10.0
1,2.0729,882,10.0
1,3.1609,882,10.0
1,3.4087,882,10.0
1,1.5685,882,10.0
0,1.7235,882,0.05
1,1.8753,882,0.05
1,2.3536,882,0.05
1,1.307,882,0.05
1,3.4737,882,0.05
1,2.2334,882,0.05
1,4.5049,882,0.05
0,2.6522,882,10.0
0,3.7143,882,10.0
1,1.6512,882,10.0
1,1.3792,882,10.0
1,2.0616,882,10.0
1,3.6677,882,0.05
1,4.0038,882,0.05
0,4.0701,882,0.05
1,1.8549,882,0.05
1,2.578,882,0.05
1,1.6333,882,0.05
1,2.6306,882,10.0
1,1.6223,882,10.0
1,1.4676,882,10.0
1,2.2302,882,10.0
1,1.2911,882,10.0
1,1.7713,882,10.0
1,1.4582,882,10.0
1,2.4913,882,10.0
0,2.0621,882,10.0
1,1.5526,882,10.0
0,1.6998,882,10.0
1,2.3302,882,10.0
0,2.2498,882,10.0
1,1.3516,882,10.0
1,1.2597,882,10.0
1,1.2048,882,0.05
1,2.7245,882,10.0
1,1.6531,882,10.0
1,1.4573,882,10.0
1,1.1955,882,10.0
0,2.3935,882,10.0
0,2.3702,882,10.0
1,1.4194,882,10.0
1,2.6132,882,10.0
1,1.1378,882,0.05
0,1.1595,882,0.05
1,4.781,882,0.05
1,1.6854,882,0.05
1,2.9029,882,0.05
1,2.1625,882,0.05
0,1.9874,882,0.05
1,1.9186,882,0.05
0,1.5998,882,0.05
1,1.5844,882,0.05
0,2.489,882,0.05
1,2.2234,882,0.05
1,1.4455,882,0.05
1,1.4686,882,0.05
1,1.1354,882,0.05
1,2.2486,882,0.05
1,1.3551,882,10.0
1,1.1962,882,10.0
0,3.2777,882,10.0
1,1.354,882,10.0
1,1.1481,882,10.0
0,1.8767,882,10.0
0,1.3821,882,10.0
1,3.1702,882,10.0
1,1.8021,883,10.0
1,2.5595,883,10.0
1,1.7101,883,10.0
1,1.1688,883,10.0
1,2.297,883,10.0
0,2.1581,883,10.0
1,1.6147,883,10.0
1,3.5852,883,10.0
1,1.6942,883,10.0
1,1.3229,883,10.0
1,2.1065,883,10.0
0,2.9442,883,10.0
0,1.1259,883,10.0
1,1.4925,883,10.0
0,3.1218,883,10.0
1,1.36,883,0.05
0,1.2647,883,0.05
1,1.1827,883,0.05
0,2.7148,883,0.05
0,1.531,883,0.05
1,2.7309,883,0.05
1,1.546,883,0.05
0,2.249,883,0.05
1,1.272,883,0.05
1,2.2913,883,0.05
1,1.2947,883,0.05
1,1.2376,883,0.05
1,1.0773,883,0.05
0,1.592,883,0.05
1,1.1672,883,0.05
0,2.019,883,0.05
0,1.3631,883,0.05
1,1.2045,883,0.05
1,2.1714,883,0.05
0,1.4439,883,0.05
1,1.8521,883,0.05
0,2.0243,883,10.0
1,1.3858,883,10.0
1,1.8894,883,10.0
1,1.2747,883,10.0
1,2.3244,883,10.0
0,1.4496,883,10.0
0,2.5973,883,10.0
1,1.0617,883,10.0
0,1.3015,883,0.05
1,1.2138,883,0.05
1,2.8115,883,0.05
1,1.6434,883,0.05
0,1.4543,883,0.05
1,3.442,883,0.05
1,2.1084,883,0.05
1,2.771,883,0.05
1,1.9385,883,10.0
1,3.5324,883,10.0
1,1.6602,883,10.0
1,3.7791,883,10.0
1,2.0065,883,10.0
1,1.7601,883,10.0
1,1.8189,883,10.0
0,2.6063,883,10.0
1,1.153,883,10.0
1,1.5627,883,10.0
1,1.1959,883,10.0
1,2.3213,883,10.0
1,1.0741,883,10.0
1,1.2271,883,10.0
0,1.6525,883,0.05
0,2.7604,883,0.05
1,1.9458,883,0.05
1,1.0634,883,0.05
0,2.3426,883,0.05
1,1.0904,883,0.05
0,2.198,883,0.05
1,1.3779,883,0.05
0,1.4528,883,10.0
1,1.5877,883,10.0
1,1.2254,883,10.0
0,2.3964,883,10.0
1,1.5411,883,10.0
1,2.7972,883,10.0
1,1.1372,883,10.0
0,1.6014,883,10.0
0,2.5205,883,0.05
1,1.1076,883,0.05
0,1.094,883,0.05
1,3.2902,883,0.05
1,0.999,883,0.05
1,1.1246,883,0.05
1,1.1638,883,0.05
0,0.9047,883,0.05
1,1.5489,884,0.05
1,0.8313,884,0.05
1,1.0355,884,0.05
1,1.8876,884,0.05
0,2.0394,884,0.05
1,1.9749,884,0.05
1,1.4726,884,0.05
1,1.2118,884,0.05
1,1.3634,884,0.05
1,1.8195,884,0.05
1,1.1068,884,0.05
0,2.3754,884,0.05
1,1.0024,884,10.0
0,1.148,884,10.0
1,1.3245,884,10.0
1,1.5189,884,10.0
0,1.2135,884,10.0
1,0.9335,884,10.0
1,2.7056,884,10.0
1,1.0529,884,10.0
0,1.6524,884,0.05
1,0.994,884,0.05
1,1.3265,884,0.05
1,1.2088,884,0.05
0,1.7555,884,0.05
0,2.086,884,0.05
0,2.5222,884,0.05
1,1.8752,884,0.05
1,1.3391,884,0.05
1,1.3721,884,0.05
1,0.9929,884,0.05
1,1.2952,884,0.05
1,0.8567,884,0.05
0,0.7541,884,0.05
1,0.6254,884,0.05
1,1.4489,884,0.05
1,0.7083,884,0.05
1,1.1094,884,0.05
1,0.7734,884,0.05
1,1.0797,884,0.05
0,0.7108,884,0.05
1,1.5298,884,10.0
0,1.7217,884,10.0
1,1.1101,884,10.0
1,1.3066,884,10.0
1,1.4944,884,10.0
0,1.1841,884,10.0
1,0.7389,884,10.0
1,0.6263,884,10.0
1,1.792,884,10.0
1,0.8121,884,10.0
0,1.3051,884,10.0
0,1.5509,884,10.0
1,0.8075,884,10.0
1,0.8241,884,10.0
1,1.2514,885,0.05
1,1.564,885,0.05
1,1.0048,885,0.05
1,1.9997,885,0.05
1,1.2432,885,0.05
0,2.2006,885,0.05
1,1.4954,885,0.05
1,4.3442,885,0.05
1,1.2386,885,0.05
1,1.3885,885,0.05
0,1.6817,885,0.05
1,1.282,885,0.05
1,1.2662,885,0.05
1,1.0189,885,0.05
1,1.2239,885,0.05
1,2.2955,885,0.05
1,1.9233,885,10.0
1,1.7673,885,10.0
1,1.1326,885,10.0
1,2.1327,885,10.0
0,1.0779,885,10.0
1,1.3194,885,10.0
1,4.095,885,10.0
1,1.6291,885,10.0
1,1.3236,885,10.0
1,1.2493,885,10.0
1,2.1229,885,10.0
1,1.6655,885,10.0
1,2.2083,885,10.0
1,1.0305,885,10.0
1,1.996,885,10.0
1,2.7119,885,10.0
1,2.1824,885,0.05
1,1.6889,885,0.05
1,1.457,885,0.05
1,1.753,885,0.05
1,2.2096,885,0.05
0,2.1816,885,0.05
1,4.1068,885,0.05
1,4.7784,885,0.05
1,1.8253,885,10.0
1,1.7885,885,10.0
1,1.248,885,10.0
1,2.447,885,10.0
1,1.806,885,10.0
1,2.1889,885,10.0
1,1.3486,885,10.0
0,1.8665,885,10.0
0,1.5135,885,10.0
1,1.6034,885,10.0
1,1.7693,885,10.0
0,1.5463,885,10.0
1,3.6239,885,10.0
1,4.3282,885,10.0
1,4.0896,885,10.0
0,2.0188,885,0.05
1,2.6043,885,0.05
1,1.7652,885,0.05
1,2.6611,885,0.05
1,4.3805,885,0.05
1,3.359,885,0.05
0,2.3227,885,0.05
0,2.5829,885,0.05
0,1.4325,885,0.05
1,3.3823,885,0.05
0,3.6587,885,0.05
0,2.3102,885,0.05
1,1.5833,885,0.05
1,3.9225,885,0.05
1,4.2729,885,0.05
1,2.1686,885,0.05
1,0.9889,885,0.05
1,2.9245,885,0.05
1,3.755,885,0.05
1,3.8783,885,0.05
1,2.5819,885,0.05
0,2.321,885,0.05
1,2.3441,885,10.0
1,2.3333,885,10.0
1,2.0425,885,10.0
0,2.7971,885,10.0
1,1.5562,885,10.0
0,2.142,886,0.05
1,2.4462,886,0.05
1,2.9778,886,0.05
1,2.8452,886,0.05
1,1.2418,886,0.05
0,2.2991,886,0.05
1,1.1501,886,0.05
0,3.5661,886,0.05
1,1.9003,886,0.05
1,2.266,886,0.05
0,2.9501,886,0.05
1,1.7498,886,0.05
1,1.6838,886,0.05
1,3.5995,886,10.0
1,1.2998,886,10.0
1,1.1329,886,10.0
0,1.3174,886,10.0
1,2.4341,886,10.0
1,2.0502,886,10.0
1,1.5668,886,10.0
0,1.4664,886,10.0
1,1.1838,886,10.0
1,1.1166,886,10.0
0,1.9167,886,10.0
0,2.2169,886,10.0
1,2.217,886,10.0
1,1.6004,886,10.0
1,1.6339,886,0.05
0,1.5672,886,0.05
1,3.0683,886,0.05
1,1.403,886,0.05
1,2.7113,886,0.05
1,1.4142,886,0.05
1,2.6125,886,0.05
0,3.5257,886,10.0
1,2.7751,886,10.0
0,1.702,886,10.0
1,3.7813,886,10.0
1,1.7178,886,10.0
1,2.7833,886,10.0
1,2.184,886,10.0
1,2.2835,886,10.0
1,1.6672,886,0.05
1,1.7843,886,10.0
1,2.8168,886,10.0
1,1.3327,886,10.0
0,2.1669,886,10.0
0,2.9675,886,10.0
1,1.15,886,10.0
0,1.8998,886,10.0
1,2.0177,886,10.0
1,2.3,886,10.0
0,2.6336,886,10.0
1,1.3339,886,10.0
0,2.3834,886,10.0
1,4.2003,886,10.0
0,1.5169,886,10.0
0,2.0331,886,10.0
0,2.6171,886,10.0
1,1.5281,886,0.05
1,1.0994,886,0.05
1,1.2994,886,0.05
1,1.8813,886,0.05
0,1.4125,886,0.05
1,1.0692,886,0.05
1,1.7102,886,0.05
1,0.9462,886,0.05
1,1.5197,886,0.05
1,2.078,886,0.05
1,1.3994,886,0.05
1,0.9122,886,0.05
0,1.4028,886,0.05
0,1.8805,886,0.05
0,1.3711,886,0.05
0,1.9864,886,0.05
1,1.0761,887,0.05
0,1.973,887,0.05
0,1.301,887,0.05
1,1.362,887,0.05
0,2.8509,887,0.05
1,3.0413,887,0.05
1,2.1171,887,10.0
0,3.1821,887,10.0
0,1.9057,887,10.0
1,1.5695,887,10.0
1,1.6562,887,10.0
1,2.334,887,10.0
0,2.5016,887,10.0
0,1.6301,887,10.0
1,1.6995,887,0.05
1,1.6241,887,0.05
1,1.9867,887,0.05
0,2.5701,887,0.05
1,1.027,887,0.05
1,1.8663,887,0.05
1,1.6087,887,0.05
1,1.1703,887,10.0
1,1.4863,887,10.0
1,2.5758,887,10.0
1,2.3595,887,10.0
0,3.5627,887,10.0
1,1.3421,887,10.0
1,1.9386,887,10.0
1,1.2438,887,10.0
1,1.4956,887,10.0
0,3.0644,887,10.0
1,2.4339,887,10.0
0,2.797,887,10.0
0,2.3225,887,10.0
1,1.965,887,10.0
0,2.4677,887,10.0
1,1.5542,887,10.0
0,1.4991,887,0.05
1,1.2409,887,0.05
0,1.8468,887,0.05
0,3.7367,887,0.05
1,1.6293,887,0.05
1,1.6381,887,0.05
1,3.3184,887,0.05
1,1.5717,887,0.05
1,2.1175,887,10.0
1,1.6271,887,10.0
0,1.629,887,10.0
1,2.5166,887,10.0
0,1.8316,887,10.0
1,1.5942,887,10.0
1,3.1943,887,0.05
1,2.7908,887,0.05
1,1.2225,887,0.05
1,3.3982,887,0.05
1,1.4647,887,0.05
1,2.7338,887,0.05
1,2.2018,887,0.05
1,2.0225,887,0.05
1,1.1627,887,0.05
1,2.1209,887,0.05
1,1.5077,887,10.0
1,3.0928,887,10.0
1,1.7988,887,10.0
1,1.5855,887,10.0
1,1.5258,887,10.0
1,1.5928,887,10.0
0,1.6759,887,0.05
1,1.7598,887,0.05
0,2.7,888,10.0
0,1.7541,888,10.0
1,1.3122,888,10.0
1,2.5882,888,10.0
1,1.8075,888,10.0
1,1.4147,888,10.0
0,1.4247,888,10.0
1,1.5339,888,0.05
0,2.2773,888,0.05
1,1.1247,888,0.05
0,3.1045,888,0.05
1,1.396,888,0.05
1,2.4949,888,0.05
1,1.0919,888,0.05
0,1.2332,888,0.05
1,1.7043,888,0.05
1,2.9919,888,0.05
1,1.5979,888,0.05
0,0.7888,888,0.05
0,0.7318,888,0.05
1,1.8373,888,0.05
1,3.1891,888,0.05
1,1.2051,888,0.05
0,1.5834,888,10.0
1,1.3504,888,10.0
1,1.7713,888,10.0
0,1.896,888,10.0
1,1.2411,888,10.0
0,1.501,888,10.0
1,2.2129,888,10.0
1,1.3872,888,10.0
1,2.8629,888,0.05
1,1.6973,888,0.05
1,1.5498,888,0.05
0,2.8914,888,0.05
1,1.2099,888,0.05
1,1.5703,888,0.05
0,1.7389,888,0.05
1,1.2126,888,0.05
0,1.5858,888,0.05
1,2.3312,888,0.05
1,1.9231,888,0.05
1,1.9867,888,0.05
1,1.6973,888,0.05
1,1.69,888,0.05
1,1.7572,888,0.05
1,1.469,888,10.0
1,1.4206,888,10.0
1,3.0154,888,10.0
0,2.0604,888,10.0
1,2.0634,888,10.0
1,1.4148,888,10.0
1,1.3881,888,10.0
1,1.3167,888,10.0
1,3.1431,888,10.0
1,2.028,888,10.0
1,2.9577,888,10.0
1,1.3295,888,10.0
1,1.6636,888,10.0
1,1.7859,888,10.0
1,1.3059,888,10.0
1,1.5564,888,0.05
1,2.0547,888,0.05
1,2.5092,888,0.05
1,1.4452,888,0.05
1,2.3329,888,0.05
1,1.2234,888,0.05
1,1.6132,888,0.05
1,1.3008,888,0.05
1,1.5321,888,10.0
1,3.1648,888,10.0
0,1.8819,888,10.0
1,1.6193,888,10.0
0,2.4917,888,10.0
1,2.1339,888,10.0
1,1.2998,888,10.0
1,1.741,888,10.0
0,2.307,888,10.0
1,2.613,889,0.05
0,2.0507,889,0.05
1,1.9571,889,0.05
0,2.7126,889,0.05
1,1.7381,889,0.05
0,3.3422,889,0.05
0,1.5615,889,10.0
1,1.0803,889,10.0
1,2.3864,889,10.0
1,1.6814,889,10.0
1,1.2077,889,10.0
0,1.3109,889,10.0
1,1.6842,889,10.0
1,1.1802,889,0.05
1,1.7193,889,0.05
0,1.1686,889,0.05
1,1.5247,889,0.05
1,2.1215,889,0.05
1,2.1894,889,0.05
1,1.7764,889,0.05
1,2.5029,889,0.05
0,1.9453,889,10.0
1,1.2508,889,10.0
0,2.5433,889,10.0
0,3.8289,889,10.0
1,1.8013,889,10.0
1,3.0518,889,10.0
1,2.089,889,10.0
1,1.1947,889,10.0
1,2.2461,889,10.0
1,2.7701,889,10.0
1,1.8452,889,10.0
1,1.7866,889,10.0
0,4.2607,889,10.0
0,2.8703,889,10.0
1,2.7828,889,10.0
1,3.4756,889,10.0
1,2.0959,889,10.0
1,2.9481,889,10.0
1,2.3569,889,10.0
1,2.4759,889,10.0
1,1.8814,889,10.0
1,2.7771,889,10.0
1,1.2195,889,10.0
0,1.0481,889,0.05
0,1.3671,889,0.05
0,1.8708,889,0.05
1,2.2662,889,0.05
1,1.8369,889,0.05
1,2.0764,889,0.05
0,0.7486,889,0.05
1,1.7195,889,0.05
1,0.9949,889,0.05
0,0.7206,889,0.05
0,1.0057,889,0.05
0,1.9865,889,0.05
0,2.0757,889,0.05
1,1.7679,889,0.05
1,1.2129,889,0.05
1,1.8526,889,0.05
1,1.2836,889,0.05
1,1.3332,889,0.05
0,1.214,889,0.05
0,2.5887,889,0.05
1,1.5305,889,0.05
0,2.4075,889,0.05
1,1.2017,889,0.05
0,0.7879,889,0.05
0,2.5754,889,10.0
1,2.3986,889,10.0
1,2.252,889,10.0
0,1.5018,889,10.0
1,1.9088,889,10.0
0,1.3733,889,10.0
1,1.6382,889,10.0
1,1.1056,889,10.0
0,2.0256,889,0.05
1,1.4203,889,0.05
0,2.7388,889,0.05
0,4.0744,889,0.05
1,1.9359,890,0.05
1,1.8948,890,0.05
1,1.3639,890,0.05
1,1.8776,890,0.05
1,2.1308,890,0.05
1,1.1887,890,0.05
0,0.9727,890,0.05
1,1.5212,890,10.0
1,1.6828,890,10.0
1,1.0938,890,10.0
0,1.5071,890,10.0
1,1.4367,890,10.0
1,0.7963,890,10.0
1,2.0699,890,10.0
1,1.0908,890,10.0
1,0.9214,890,0.05
1,1.1918,890,0.05
1,1.3613,890,0.05
0,1.4007,890,0.05
1,1.5972,890,0.05
0,1.2213,890,0.05
1,1.2377,890,0.05
1,1.2474,890,10.0
0,1.0813,890,10.0
0,1.0761,890,0.05
1,0.8456,890,0.05
1,1.0297,890,0.05
1,0.8599,890,0.05
0,0.962,890,0.05
1,0.7988,890,0.05
1,1.0885,890,10.0
1,0.9379,890,10.0
0,0.8788,890,10.0
0,1.1274,890,10.0
1,0.9274,890,10.0
0,0.8542,890,10.0
0,0.8296,890,10.0
1,1.4713,890,10.0
1,1.1179,890,0.05
1,1.3755,890,0.05
0,1.1891,890,0.05
1,1.0448,890,0.05
1,0.9103,890,0.05
0,1.0999,890,10.0
1,0.7231,890,10.0
0,1.344,890,10.0
1,0.9845,890,10.0
0,1.6321,890,10.0
0,1.0968,890,10.0
1,1.0458,890,10.0
1,0.763,890,10.0
0,1.6478,890,10.0
1,0.7869,890,10.0
1,0.9454,890,10.0
1,0.9166,890,10.0
1,0.9999,890,10.0
0,0.9245,890,0.05
0,0.9832,890,0.05
1,0.8054,890,0.05
1,1.1803,890,0.05
1,0.8677,890,0.05
1,1.1652,890,0.05
1,1.2676,890,0.05
1,0.8077,890,0.05
1,0.7744,890,0.05
1,0.8115,890,0.05
1,1.1556,890,0.05
1,1.1806,890,0.05
1,0.8808,890,0.05
1,1.1472,890,0.05
1,1.8228,891,0.05
1,1.7042,891,0.05
1,1.8139,891,0.05
1,2.5298,891,0.05
0,2.3438,891,0.05
0,1.9419,891,0.05
0,1.5489,891,0.05
1,2.2827,891,0.05
0,1.5396,891,0.05
0,1.8085,891,0.05
1,1.778,891,0.05
1,1.7576,891,0.05
1,1.7721,891,0.05
1,1.4092,891,0.05
1,1.6459,891,0.05
1,2.2293,891,0.05
0,2.9239,891,10.0
1,1.599,891,10.0
1,1.7954,891,10.0
0,1.7312,891,10.0
0,1.5998,891,0.05
1,1.3945,891,0.05
1,1.7467,891,0.05
1,1.7093,891,0.05
1,2.3931,891,0.05
0,1.7788,891,0.05
0,2.8266,891,0.05
0,2.1951,891,0.05
1,1.9132,891,0.05
1,1.5959,891,0.05
1,3.1325,891,0.05
1,1.5812,891,0.05
1,2.4435,891,0.05
0,1.2926,891,10.0
1,2.6492,891,10.0
1,2.2782,891,10.0
1,1.2296,891,10.0
0,2.0489,891,10.0
1,1.2282,891,10.0
1,1.2858,891,10.0
1,1.714,891,10.0
0,1.0275,891,10.0
1,2.1973,891,10.0
1,1.2176,891,10.0
1,1.5305,891,10.0
1,2.144,891,10.0
0,2.828,891,10.0
1,1.2605,891,10.0
1,1.4366,891,0.05
0,1.5793,891,0.05
0,2.0218,891,0.05
1,1.3682,891,0.05
1,1.7926,891,0.05
1,1.3309,891,0.05
1,1.2819,891,0.05
1,1.2954,891,0.05
1,1.2049,891,10.0
1,2.229,891,10.0
1,1.8638,891,10.0
1,1.2991,891,10.0
1,1.812,891,10.0
1,1.5843,891,10.0
1,1.2655,891,10.0
0,1.4665,891,0.05
1,1.1682,891,0.05
1,2.2491,891,0.05
1,1.3348,891,0.05
1,1.5034,891,0.05
1,1.5636,891,0.05
1,1.2961,891,0.05
1,1.7927,891,0.05
0,1.3603,891,10.0
0,1.1621,891,10.0
1,1.6115,891,10.0
1,2.1469,891,10.0
1,1.1335,891,10.0
1,1.3286,891,10.0
1,1.3578,891,10.0
0,1.2808,891,10.0
1,2.1424,892,10.0
0,1.4447,892,10.0
1,2.3497,892,10.0
1,1.5295,892,10.0
