response,rt,participant_id,ab_nominal
1,2.4251,794,10.0
1,4.2056,794,10.0
1,2.0553,794,10.0
0,6.5947,794,10.0
1,2.8164,794,10.0
0,2.6095,794,10.0
1,3.7377,794,10.0
1,2.3903,794,10.0
1,1.9839,794,10.0
1,1.793,794,0.05
0,4.3278,794,0.05
1,3.6039,794,0.05
1,2.4857,794,0.05
1,4.932,794,0.05
0,5.2867,794,0.05
1,3.5998,794,0.05
1,3.9385,794,0.05
0,3.7886,794,0.05
0,2.6992,794,0.05
0,2.3369,794,0.05
1,2.7359,794,0.05
1,3.2181,794,0.05
1,4.007,794,10.0
1,3.1283,794,10.0
1,2.4983,794,10.0
0,4.6196,794,10.0
0,5.6983,794,10.0
1,2.1629,794,10.0
1,2.6347,794,10.0
1,5.601,794,10.0
0,2.3982,794,0.05
1,2.7205,794,0.05
1,2.3161,794,0.05
0,2.3976,794,0.05
0,3.4841,794,0.05
1,3.9725,794,0.05
1,2.6344,794,0.05
1,2.8844,794,10.0
1,4.9811,794,10.0
0,4.0732,794,10.0
1,2.7058,794,10.0
1,5.6576,794,10.0
1,2.1778,794,10.0
1,1.9527,794,10.0
1,3.7723,794,10.0
1,3.1427,794,0.05
1,3.9817,794,0.05
0,3.4215,794,0.05
0,4.1861,794,0.05
1,6.4194,794,0.05
1,2.6789,794,0.05
1,2.1268,794,0.05
1,2.2995,794,0.05
1,2.0358,794,0.05
0,4.0788,794,0.05
1,2.8292,794,0.05
1,2.3019,794,0.05
1,2.5992,794,0.05
0,2.8721,794,0.05
1,2.927,794,0.05
0,5.8967,794,0.05
1,2.7661,794,0.05
1,2.6107,794,0.05
1,1.6305,794,0.05
1,1.3199,794,0.05
0,2.8944,794,0.05
0,2.9531,794,10.0
1,5.6257,794,10.0
1,1.8138,794,10.0
1,3.4391,794,10.0
0,5.4997,794,10.0
1,1.5379,794,10.0
0,1.6967,794,10.0
1,3.3321,794,10.0
1,2.6671,794,10.0
1,3.5023,794,10.0
1,2.1638,794,10.0
1,1.2355,794,10.0
1,1.601,794,10.0
1,1.4499,794,10.0
1,1.2818,794,10.0
1,1.647,794,10.0
0,2.1166,795,10.0
1,1.0074,795,10.0
1,1.4339,795,10.0
1,1.3048,795,10.0
0,1.2919,795,10.0
1,2.1827,795,10.0
1,1.6101,795,10.0
1,5.0973,795,10.0
1,2.542,795,0.05
1,2.2886,795,0.05
1,1.3269,795,0.05
0,1.5558,795,0.05
0,3.0796,795,0.05
1,1.7914,795,0.05
0,1.5801,795,0.05
1,3.1992,795,0.05
0,4.822,795,10.0
0,5.1389,795,10.0
1,1.7184,795,10.0
1,3.7785,795,10.0
1,2.012,795,10.0
1,3.137,795,10.0
1,1.4956,795,10.0
1,1.4863,795,10.0
0,2.2732,795,0.05
0,1.1384,795,0.05
1,1.1234,795,0.05
0,1.6125,795,0.05
1,1.1688,795,0.05
0,1.2007,795,0.05
1,2.2103,795,0.05
1,1.5804,795,0.05
1,5.3289,795,0.05
1,1.6186,795,0.05
1,3.4784,795,0.05
1,3.6359,795,0.05
1,2.9628,795,0.05
1,3.3538,795,0.05
1,2.6577,795,0.05
1,2.7459,795,0.05
1,2.3796,795,0.05
1,1.7169,795,0.05
1,2.6394,795,0.05
0,5.1771,795,0.05
1,2.656,795,0.05
1,5.3812,795,0.05
1,3.561,795,0.05
1,1.3191,795,0.05
1,2.2643,795,0.05
0,1.7345,795,0.05
0,2.7144,795,0.05
1,2.6242,795,0.05
0,2.4242,795,0.05
1,2.0453,795,0.05
1,2.0735,795,10.0
0,2.3072,795,10.0
0,2.3317,795,10.0
1,2.8261,795,10.0
1,3.7115,795,10.0
0,2.1288,795,10.0
0,1.3785,795,10.0
0,2.1797,795,10.0
1,3.6814,795,10.0
0,3.645,795,10.0
1,4.4583,795,10.0
1,2.5763,795,10.0
1,2.363,796,0.05
1,4.4173,796,0.05
1,4.4554,796,0.05
0,1.9483,796,0.05
1,3.2224,796,0.05
1,1.9216,796,0.05
1,2.8919,796,0.05
1,1.465,796,0.05
1,1.5329,796,0.05
0,1.8081,796,0.05
1,2.8233,796,0.05
1,1.7749,796,0.05
1,4.8189,796,0.05
1,2.6247,796,0.05
1,2.0388,796,10.0
1,3.253,796,10.0
0,2.5375,796,10.0
1,1.0514,796,10.0
1,4.8199,796,10.0
0,1.7847,796,10.0
0,1.4538,796,10.0
1,1.3684,796,10.0
0,3.1352,796,10.0
1,3.9717,796,10.0
1,4.2729,796,10.0
1,3.2238,796,10.0
1,3.1544,796,10.0
1,2.1074,796,10.0
1,3.7351,796,10.0
0,2.8234,796,10.0
1,2.426,796,10.0
1,1.4987,796,0.05
0,2.0732,796,0.05
1,2.0085,796,0.05
0,2.7675,796,0.05
0,1.2597,796,0.05
1,2.4855,796,0.05
1,1.2355,796,0.05
1,1.0235,796,0.05
1,1.7049,796,0.05
0,2.1087,796,0.05
1,1.2422,796,0.05
1,1.6108,796,0.05
0,0.887,796,0.05
1,1.2383,796,0.05
1,1.0565,796,0.05
1,2.1659,796,0.05
1,1.1106,796,0.05
0,1.1091,796,0.05
1,0.9705,796,0.05
1,1.1349,796,10.0
0,2.6617,796,10.0
1,0.9083,796,10.0
1,1.7926,796,10.0
1,1.8617,796,10.0
1,1.5492,796,10.0
1,1.126,796,10.0
1,2.3071,796,10.0
1,0.9136,796,10.0
1,2.9758,796,10.0
1,4.1651,796,10.0
1,2.1092,796,10.0
0,1.6326,796,10.0
1,1.2815,796,10.0
1,1.3421,796,10.0
1,1.3884,796,10.0
1,1.4302,797,10.0
1,2.8644,797,10.0
1,1.0215,797,10.0
1,1.1096,797,10.0
1,4.3853,797,10.0
0,1.9183,797,10.0
1,1.0007,797,10.0
1,1.8882,797,0.05
1,3.5471,797,0.05
0,1.2643,797,0.05
1,3.7539,797,0.05
1,1.6052,797,0.05
1,1.4261,797,0.05
1,2.2487,797,0.05
1,2.3298,797,0.05
1,3.2197,797,0.05
1,2.0721,797,0.05
1,1.5416,797,0.05
1,3.1679,797,0.05
1,3.7586,797,0.05
0,1.1367,797,0.05
1,3.4037,797,0.05
1,2.0406,797,0.05
0,4.8037,797,0.05
1,2.2171,797,0.05
1,0.4122,797,0.05
1,1.0783,797,0.05
1,1.1807,797,0.05
1,1.4823,797,0.05
0,0.7825,797,0.05
0,0.8973,797,0.05
0,1.066,797,0.05
0,1.6658,797,0.05
1,1.3469,797,10.0
1,1.0914,797,10.0
1,0.9311,797,10.0
0,1.6523,797,10.0
0,2.359,797,10.0
0,2.274,797,10.0
1,1.1131,797,10.0
1,1.2508,797,10.0
1,1.0421,797,10.0
1,1.3226,797,10.0
1,1.486,797,10.0
1,0.8699,797,0.05
0,1.0616,797,0.05
0,0.3771,797,0.05
1,0.3747,797,0.05
0,0.4515,797,0.05
1,1.0744,797,0.05
1,1.3061,797,0.05
1,0.8784,797,0.05
1,2.1263,798,10.0
1,1.8019,798,10.0
0,1.5854,798,10.0
1,2.1188,798,10.0
1,1.4822,798,10.0
0,1.037,798,10.0
1,1.6013,798,10.0
1,2.1906,798,10.0
0,1.6244,798,10.0
1,1.6147,798,10.0
1,2.4189,798,10.0
1,1.4832,798,10.0
1,1.8023,798,10.0
1,2.5088,798,10.0
0,3.3842,798,10.0
0,2.0003,798,0.05
1,1.2187,798,0.05
1,2.9312,798,0.05
0,2.4657,798,0.05
0,2.1029,798,0.05
0,4.0976,798,0.05
1,1.5074,798,0.05
1,2.465,798,0.05
0,2.5256,798,0.05
1,1.2626,798,0.05
0,2.4627,798,0.05
0,2.634,798,0.05
1,1.5852,798,0.05
0,2.0553,798,0.05
1,1.9014,798,0.05
1,2.0966,798,0.05
1,3.7462,798,10.0
1,2.8136,798,10.0
0,2.6881,798,10.0
1,1.819,798,10.0
0,1.7346,798,10.0
1,1.8186,798,10.0
1,3.2362,798,10.0
1,2.1212,798,10.0
1,2.3202,798,10.0
0,2.5459,798,10.0
1,3.2518,798,10.0
1,3.0361,798,10.0
1,4.0388,798,10.0
1,1.77,798,10.0
1,1.669,798,10.0
1,1.5696,798,10.0
1,2.3897,798,0.05
1,1.8019,798,0.05
1,2.3023,798,0.05
0,2.7186,798,0.05
0,2.5165,798,0.05
1,1.9927,798,0.05
1,2.7197,798,0.05
1,3.3694,798,0.05
1,3.5663,798,0.05
1,1.9683,798,10.0
1,2.7978,798,10.0
1,1.5276,798,10.0
0,1.8868,798,10.0
1,1.3503,798,10.0
1,1.5357,798,10.0
1,1.4075,798,10.0
1,1.2686,798,10.0
1,1.3683,798,0.05
1,1.6857,798,0.05
1,1.4509,798,0.05
1,1.2691,798,0.05
1,1.8343,798,0.05
0,1.8521,798,0.05
1,2.9188,798,0.05
1,2.4661,798,0.05
0,2.2676,798,10.0
1,2.7523,798,10.0
1,1.9358,798,10.0
1,2.2036,798,10.0
0,2.8133,799,10.0
0,2.3794,799,10.0
1,2.1122,799,10.0
1,1.7981,799,10.0
1,3.4184,799,10.0
1,3.597,799,10.0
1,3.0742,799,10.0
1,2.6486,799,10.0
0,2.8642,799,10.0
0,4.141,799,10.0
1,3.9635,799,10.0
1,2.9685,799,10.0
0,4.1471,799,10.0
1,1.9441,799,10.0
1,1.8688,799,10.0
1,2.911,799,10.0
1,3.4988,799,0.05
1,2.738,799,0.05
1,3.416,799,0.05
1,2.8068,799,0.05
1,2.3937,799,0.05
1,2.8492,799,0.05
1,3.7504,799,0.05
0,3.0506,799,0.05
1,2.6855,799,0.05
1,1.9963,799,0.05
0,2.8401,799,0.05
1,2.6202,799,0.05
1,2.6742,799,0.05
0,4.9163,799,0.05
1,2.5701,799,0.05
1,2.6021,799,0.05
1,5.9987,799,0.05
1,5.9477,799,0.05
1,2.807,799,0.05
1,3.3505,799,0.05
1,5.4493,799,0.05
1,3.1783,799,0.05
1,4.0926,799,0.05
1,6.1645,799,0.05
0,2.7422,799,10.0
1,7.0839,799,10.0
1,8.5209,799,10.0
1,3.7429,799,10.0
1,5.3509,799,10.0
0,6.5603,799,10.0
1,5.0345,799,10.0
1,4.5608,799,10.0
0,6.9125,799,10.0
1,6.4859,799,10.0
0,4.3161,799,10.0
1,7.1446,799,10.0
1,8.5428,799,10.0
1,3.598,799,10.0
1,5.1577,799,10.0
0,4.4331,799,0.05
1,3.4024,799,0.05
1,2.7402,799,0.05
0,5.4182,799,0.05
1,3.2386,799,0.05
1,5.2356,799,0.05
1,2.8591,799,10.0
1,2.5308,799,10.0
1,2.4773,799,10.0
1,2.3705,799,10.0
0,6.481,799,10.0
0,4.4838,799,10.0
1,3.766,799,10.0
1,2.4828,799,0.05
1,4.3459,799,0.05
0,7.0647,799,0.05
0,6.0576,799,0.05
1,3.0778,799,0.05
1,2.3856,799,0.05
1,8.5922,799,0.05
1,8.578,799,0.05
1,3.0244,799,0.05
1,3.0569,799,0.05
1,2.2224,799,0.05
1,5.8293,799,0.05
1,2.0858,799,0.05
0,6.1583,799,0.05
1,2.0588,799,10.0
1,1.7628,799,10.0
1,6.8452,799,10.0
1,3.5325,799,10.0
1,8.6966,799,10.0
1,4.8233,799,10.0
1,6.3745,799,10.0
1,1.7663,800,0.05
1,1.263,800,0.05
1,1.3852,800,0.05
0,1.57,800,0.05
1,2.5561,800,0.05
1,1.7133,800,0.05
1,2.3997,800,0.05
1,2.7461,800,10.0
1,1.3003,800,10.0
1,2.6726,800,10.0
1,1.8001,800,10.0
0,1.1066,800,10.0
1,2.8057,800,10.0
1,4.0506,800,10.0
1,3.8433,800,10.0
1,3.3943,800,10.0
0,1.2116,800,10.0
1,2.146,800,10.0
1,2.5153,800,10.0
1,1.4731,800,10.0
1,1.0898,800,10.0
1,1.0632,800,10.0
1,1.8834,800,10.0
1,1.7698,800,0.05
1,2.7238,800,0.05
1,1.456,800,0.05
0,1.8145,800,0.05
0,1.7535,800,0.05
1,1.8729,800,0.05
1,1.4961,800,0.05
1,1.5645,800,0.05
1,1.3268,800,10.0
1,1.9104,800,10.0
1,2.7455,800,10.0
1,1.2594,800,10.0
1,2.2913,800,10.0
0,2.8086,800,10.0
0,2.7576,800,10.0
1,4.2789,800,10.0
1,2.277,800,0.05
1,2.8566,800,0.05
1,1.24,800,0.05
1,1.7723,800,0.05
1,2.475,800,0.05
1,1.775,800,0.05
1,4.1007,800,0.05
1,1.3229,800,10.0
1,2.6452,800,10.0
1,2.9049,800,10.0
1,1.7409,800,10.0
1,2.2088,800,10.0
0,2.1203,800,10.0
1,2.461,800,10.0
1,1.0773,800,10.0
0,2.3401,800,0.05
1,3.2611,800,0.05
0,1.9777,800,0.05
1,2.3551,800,0.05
1,1.3244,800,10.0
1,2.1846,800,10.0
1,2.077,800,10.0
1,2.0253,800,10.0
1,2.3595,800,10.0
1,1.6298,800,10.0
1,1.7317,800,10.0
1,1.2893,800,0.05
1,2.0549,800,0.05
1,1.7122,800,0.05
0,1.3382,800,0.05
0,1.7309,800,0.05
0,4.1384,800,0.05
1,2.4407,800,0.05
1,2.5072,800,10.0
1,2.0791,800,10.0
1,1.5902,800,10.0
1,2.5605,800,10.0
1,1.5663,800,10.0
0,3.4576,800,10.0
1,2.3216,800,10.0
1,1.7379,800,0.05
1,1.3418,800,0.05
1,2.0422,800,0.05
1,0.9905,800,0.05
0,2.5915,800,0.05
1,2.3745,800,0.05
1,1.4296,800,0.05
1,2.7729,800,0.05
1,3.8461,801,10.0
1,2.8238,801,10.0
1,2.5993,801,10.0
1,3.4458,801,10.0
0,2.909,801,10.0
1,3.1202,801,0.05
1,3.1381,801,0.05
1,3.4369,801,0.05
1,5.3691,801,0.05
1,3.1638,801,10.0
1,3.6049,801,10.0
1,3.6195,801,10.0
1,3.9337,801,10.0
1,3.1937,801,10.0
1,4.5306,801,10.0
1,3.8695,801,10.0
1,2.4747,801,0.05
1,5.4119,801,0.05
1,3.0135,801,0.05
1,2.3449,801,0.05
1,3.2058,801,0.05
1,2.211,801,0.05
1,2.0261,801,0.05
1,2.7919,801,0.05
1,3.0371,801,0.05
1,4.0412,801,0.05
1,5.3731,801,0.05
1,3.4864,801,0.05
1,2.9526,801,0.05
1,2.6042,801,0.05
1,4.2135,801,10.0
1,2.6287,801,10.0
1,2.4283,801,10.0
1,2.9425,801,10.0
0,2.6614,801,10.0
1,1.8764,801,10.0
1,2.747,801,10.0
0,3.4967,801,10.0
1,2.9458,801,0.05
1,2.2756,801,0.05
1,2.4115,801,0.05
1,2.4115,801,0.05
1,2.062,801,0.05
1,3.0159,801,0.05
1,3.1122,801,0.05
1,2.7471,801,0.05
1,2.495,801,10.0
0,4.503,801,10.0
1,4.2248,801,10.0
1,3.4955,801,10.0
1,2.9507,801,10.0
1,2.8302,801,10.0
1,3.2127,801,10.0
1,4.1722,801,10.0
1,2.6378,801,10.0
1,5.0299,801,10.0
1,3.1689,801,10.0
1,2.4342,801,10.0
1,2.2943,801,10.0
1,3.0295,801,10.0
1,4.1952,801,10.0
1,2.7924,801,10.0
1,2.588,801,10.0
1,2.7427,801,10.0
0,2.5977,801,10.0
0,3.5793,801,10.0
1,2.2963,801,10.0
0,3.4666,801,10.0
0,2.6979,801,10.0
1,1.6843,801,0.05
0,3.1601,801,0.05
1,2.9856,801,0.05
1,1.8123,801,0.05
0,1.6631,801,0.05
1,3.1618,801,0.05
1,4.3075,801,0.05
1,2.7472,801,0.05
0,2.4547,801,0.05
0,1.9928,801,0.05
1,1.7944,801,0.05
1,2.4632,801,0.05
1,2.1297,801,0.05
1,3.6313,801,0.05
0,4.3459,802,10.0
0,3.3023,802,10.0
1,2.8205,802,10.0
1,3.3104,802,10.0
1,3.9217,802,10.0
1,2.7211,802,10.0
1,3.5053,802,10.0
1,5.2835,802,10.0
1,3.2411,802,10.0
1,3.1346,802,10.0
1,2.7669,802,10.0
1,3.7095,802,10.0
1,3.7565,802,10.0
0,1.3385,802,10.0
1,5.2153,802,10.0
1,3.0772,802,10.0
0,4.398,802,0.05
1,4.5472,802,0.05
1,3.2992,802,0.05
1,2.8336,802,0.05
1,1.0858,802,0.05
1,2.5602,802,0.05
1,2.6013,802,0.05
0,1.5426,802,0.05
1,0.9232,802,0.05
1,1.9324,802,0.05
1,2.4181,802,0.05
1,1.8721,802,0.05
0,2.1844,802,0.05
0,2.7186,802,0.05
0,3.1216,802,0.05
0,1.5143,802,0.05
0,4.1334,802,0.05
1,1.9017,802,0.05
1,2.8536,802,0.05
1,2.4316,802,0.05
1,1.681,802,0.05
1,2.7452,802,0.05
1,5.6003,802,0.05
0,1.834,802,0.05
1,5.085,802,10.0
1,5.57,802,10.0
1,4.9796,802,10.0
1,2.7868,802,10.0
1,2.5672,802,10.0
1,3.5717,802,10.0
1,1.9047,802,10.0
1,6.051,802,10.0
0,2.2185,802,10.0
1,1.3024,802,10.0
1,4.8926,802,10.0
1,4.5953,802,10.0
1,2.2578,802,10.0
1,2.2723,802,10.0
1,1.2882,802,10.0
0,5.8966,802,10.0
0,2.7242,802,0.05
0,3.3693,802,0.05
1,1.043,802,0.05
1,3.0055,802,0.05
1,0.9947,802,0.05
0,2.8608,802,0.05
1,2.3559,802,0.05
0,1.5406,802,0.05
0,3.866,802,0.05
1,1.67,802,0.05
1,2.2264,802,0.05
1,1.1416,802,0.05
0,1.6471,802,0.05
0,4.8505,802,0.05
1,1.8543,802,0.05
1,1.2271,802,0.05
0,5.7669,802,10.0
1,1.3394,802,10.0
1,2.719,802,10.0
1,2.1256,802,10.0
1,2.1053,802,10.0
1,4.3581,802,10.0
1,6.0326,802,10.0
1,5.0674,802,10.0
1,2.0722,802,10.0
1,6.4373,802,10.0
0,1.9521,802,10.0
1,1.735,802,10.0
1,5.8358,802,10.0
1,6.5196,802,10.0
1,1.9264,802,10.0
1,1.9286,802,10.0
1,2.6413,803,10.0
1,2.2941,803,10.0
1,2.0559,803,10.0
1,4.0216,803,10.0
0,2.7183,803,10.0
1,2.8722,803,10.0
0,1.8076,803,10.0
0,1.5824,803,0.05
0,2.9297,803,0.05
1,1.5789,803,0.05
1,1.456,803,0.05
1,2.6019,803,0.05
1,2.0143,803,0.05
1,2.6087,803,0.05
0,2.0151,803,0.05
0,2.4759,803,10.0
1,1.6003,803,10.0
1,3.2705,803,10.0
1,3.85,803,10.0
0,1.8112,803,10.0
1,2.8243,803,10.0
1,2.0124,803,10.0
1,2.0247,803,0.05
1,2.6114,803,0.05
0,2.3721,803,0.05
1,2.5993,803,0.05
1,2.1518,803,0.05
1,2.9299,803,0.05
1,2.137,803,0.05
1,2.692,803,0.05
1,2.7309,803,0.05
0,3.2875,803,0.05
0,2.4768,803,0.05
1,2.9529,803,0.05
0,2.4803,803,0.05
1,2.2521,803,0.05
1,2.9762,803,0.05
0,2.378,803,0.05
0,2.0207,803,10.0
1,2.4642,803,10.0
0,2.7197,803,10.0
1,2.734,803,10.0
1,1.4523,803,10.0
1,2.5784,803,10.0
1,1.9095,803,10.0
1,2.3586,803,10.0
1,2.1209,803,10.0
0,2.1327,803,10.0
0,2.1373,803,10.0
1,2.2455,803,10.0
1,1.5504,803,10.0
0,2.7142,803,10.0
0,1.5659,803,10.0
1,1.6909,803,10.0
0,1.7528,803,0.05
1,1.5262,803,0.05
0,2.311,803,0.05
1,1.4183,803,0.05
1,1.4098,803,0.05
1,1.1898,803,0.05
1,1.8418,803,0.05
1,1.8802,803,0.05
0,1.5376,803,0.05
1,1.1909,803,0.05
1,1.1963,803,0.05
1,1.3076,803,0.05
1,1.655,803,0.05
0,2.7631,803,0.05
1,2.5382,803,0.05
1,1.5506,803,0.05
1,1.8612,803,10.0
1,2.5357,803,10.0
1,1.7693,803,10.0
1,1.4255,803,10.0
1,2.4422,803,10.0
1,3.3395,803,10.0
1,1.4309,803,10.0
0,2.5603,803,10.0
1,1.5501,803,10.0
0,1.7694,803,10.0
1,2.1144,803,10.0
0,1.8729,803,10.0
1,1.3186,803,10.0
1,2.0975,803,10.0
1,1.311,803,10.0
1,1.6499,803,10.0
1,1.688,804,10.0
1,1.4285,804,10.0
1,2.0617,804,10.0
1,1.8899,804,10.0
0,1.7417,804,10.0
0,1.3165,804,10.0
1,1.4493,804,10.0
1,1.38,804,10.0
1,2.3423,804,10.0
0,2.8865,804,10.0
1,1.3946,804,10.0
0,2.1191,804,10.0
1,1.0834,804,0.05
1,1.1627,804,0.05
1,0.9411,804,0.05
0,1.9169,804,0.05
1,1.0677,804,0.05
1,1.4514,804,0.05
0,2.8733,804,0.05
0,1.8435,804,0.05
1,1.4744,804,0.05
1,1.2006,804,0.05
1,1.8835,804,0.05
1,1.5407,804,10.0
1,1.7724,804,10.0
1,0.9659,804,10.0
0,1.9781,804,10.0
1,2.1249,804,10.0
0,1.834,804,10.0
0,1.2105,804,10.0
0,1.2065,804,10.0
1,1.0735,804,0.05
1,1.2243,804,0.05
1,1.5829,804,0.05
0,1.9073,804,0.05
1,0.8342,804,0.05
1,1.6145,804,0.05
0,0.8889,804,0.05
1,1.0185,804,0.05
1,1.2932,804,0.05
0,1.0443,804,0.05
0,0.9202,804,0.05
0,1.4956,804,0.05
1,1.5838,804,0.05
0,1.9271,804,0.05
1,1.77,804,10.0
1,1.7515,804,10.0
1,2.4824,804,10.0
1,1.3322,804,10.0
1,0.7167,804,10.0
1,1.3841,804,10.0
1,1.1098,804,0.05
0,1.4431,804,0.05
0,1.7437,804,0.05
1,1.5877,804,0.05
1,1.0656,804,0.05
1,1.843,804,0.05
1,1.4667,804,0.05
1,1.7463,804,0.05
1,2.6059,804,10.0
1,1.1792,804,10.0
1,1.1661,804,10.0
1,1.0484,804,10.0
1,1.4293,804,10.0
1,0.793,804,10.0
1,0.9276,804,10.0
0,1.037,804,10.0
1,0.9029,804,10.0
0,1.7848,804,10.0
1,0.8605,804,10.0
1,1.0364,804,10.0
1,1.2971,804,10.0
1,0.7594,804,0.05
1,0.8481,804,0.05
0,0.707,804,0.05
0,0.5717,804,0.05
0,0.6624,804,0.05
1,0.7964,804,0.05
1,1.2091,804,0.05
1,0.5709,804,0.05
1,3.56,805,10.0
0,5.82,805,10.0
1,3.603,805,10.0
1,2.242,805,10.0
1,1.94,805,10.0
0,6.96,805,10.0
1,5.764,805,10.0
1,5.464,805,10.0
1,3.545,805,0.05
0,5.245,805,0.05
1,4.734,805,0.05
1,2.728,805,0.05
1,1.958,805,0.05
1,1.958,805,0.05
0,2.065,805,0.05
1,3.551,805,0.05
1,2.133,805,0.05
1,1.874,805,0.05
0,1.223,805,0.05
1,2.521,805,0.05
1,2.434,805,0.05
1,1.873,805,0.05
1,1.48,805,0.05
0,5.97,805,0.05
1,2.95,805,10.0
1,2.586,805,10.0
1,1.556,805,10.0
1,1.786,805,10.0
0,3.221,805,10.0
1,4.568,805,10.0
1,1.847,805,10.0
1,2.46,805,10.0
0,6.343,805,0.05
1,9.319,805,0.05
1,6.457,805,0.05
0,7.996,805,0.05
1,4.1,805,0.05
1,7.765,805,0.05
1,3.569,805,0.05
0,5.041,805,0.05
1,4.456,805,10.0
1,2.426,805,10.0
1,4.82,805,10.0
1,7.025,805,10.0
1,6.36,805,10.0
1,6.509,805,10.0
1,10.69,805,0.05
1,6.224,805,0.05
1,6.066,805,0.05
1,3.4,805,0.05
1,3.335,805,0.05
1,2.262,805,0.05
1,3.025,805,0.05
1,5.137,805,10.0
1,10.153,805,10.0
1,2.059,805,10.0
0,1.529,805,0.05
1,2.079,805,0.05
0,5.404,805,0.05
1,5.216,805,0.05
1,6.727,805,10.0
1,1.873,805,10.0
1,7.423,805,10.0
1,3.2373,806,0.05
1,4.8891,806,0.05
1,6.1235,806,0.05
1,2.15,806,0.05
1,2.8068,806,0.05
1,1.991,806,0.05
0,5.317,806,0.05
1,3.5291,806,0.05
1,1.8068,806,10.0
0,7.1418,806,10.0
1,7.4217,806,10.0
1,1.6585,806,10.0
1,2.0602,806,10.0
1,6.1889,806,10.0
1,2.2231,806,10.0
0,2.3633,806,10.0
0,2.1555,806,0.05
1,2.3292,806,0.05
0,4.8093,806,0.05
0,2.8217,806,0.05
1,2.5458,806,0.05
0,3.8907,806,0.05
0,3.3407,806,0.05
1,5.4603,806,0.05
1,1.9586,806,10.0
1,1.7775,806,10.0
1,6.109,806,10.0
1,1.4673,806,10.0
1,2.632,806,10.0
1,3.9561,806,10.0
1,2.4237,806,10.0
1,4.8853,806,10.0
1,5.7461,806,0.05
1,5.6383,806,0.05
1,4.5226,806,0.05
1,1.8097,806,0.05
1,2.5423,806,0.05
0,7.3948,806,0.05
1,7.7421,806,0.05
1,3.0456,806,10.0
1,2.8973,806,10.0
1,4.1675,806,10.0
1,2.0577,806,10.0
1,4.1975,806,10.0
1,2.596,806,10.0
1,3.1801,806,10.0
1,2.9154,806,10.0
1,6.028,806,10.0
1,5.8318,806,10.0
1,7.3032,806,10.0
1,2.1627,806,10.0
1,2.6566,806,10.0
1,2.6537,806,10.0
1,2.619,806,10.0
1,2.451,806,0.05
1,4.3294,806,0.05
1,5.3136,806,0.05
1,2.4891,806,0.05
1,3.4449,806,0.05
1,5.2318,806,10.0
1,2.9192,806,10.0
1,4.5686,806,10.0
1,3.1147,806,10.0
1,3.3707,806,10.0
1,3.4954,806,10.0
1,2.1299,806,10.0
1,3.7272,806,10.0
1,4.0301,806,0.05
1,4.2393,806,0.05
0,5.5198,806,0.05
1,3.2802,806,0.05
0,3.5265,806,0.05
1,3.7987,806,0.05
1,4.3632,806,10.0
1,3.379,806,10.0
1,6.8882,806,10.0
0,8.5762,806,10.0
1,1.9873,806,10.0
1,4.8317,806,10.0
1,1.7492,806,10.0
0,4.945,806,10.0
1,2.5554,806,0.05
1,3.838,806,0.05
1,5.8127,806,0.05
1,2.4255,806,0.05
1,4.2978,806,0.05
0,3.9552,806,0.05
1,7.2861,806,0.05
1,1.513,807,10.0
1,3.799,807,10.0
1,3.09,807,10.0
1,3.045,807,10.0
0,5.019,807,10.0
0,3.85,807,10.0
1,2.105,807,10.0
1,2.281,807,0.05
1,3.073,807,0.05
1,2.45,807,0.05
0,3.818,807,0.05
1,3.654,807,0.05
1,2.719,807,0.05
1,3.356,807,0.05
1,5.117,807,10.0
1,2.403,807,10.0
1,2.58,807,10.0
1,2.655,807,10.0
1,3.201,807,10.0
1,2.935,807,10.0
1,2.255,807,10.0
1,5.491,807,10.0
1,2.272,807,10.0
1,3.039,807,10.0
1,2.286,807,10.0
1,2.759,807,10.0
1,2.51,807,0.05
1,2.189,807,0.05
1,2.871,807,0.05
1,2.586,807,0.05
1,3.422,807,0.05
1,2.15,807,0.05
1,3.092,807,0.05
1,2.11,807,0.05
1,2.208,807,0.05
1,2.62,807,0.05
1,3.863,807,0.05
1,2.891,807,0.05
1,1.315,807,0.05
1,2.181,807,0.05
1,5.235,807,0.05
1,2.436,807,10.0
1,2.128,807,10.0
1,2.758,807,10.0
1,2.842,807,10.0
1,3.456,807,10.0
1,3.383,807,10.0
1,2.684,807,10.0
1,4.942,807,10.0
1,3.33,807,0.05
1,2.284,807,0.05
1,1.868,807,0.05
1,1.685,807,0.05
1,1.958,807,0.05
1,1.245,807,0.05
1,2.069,807,0.05
1,2.164,807,0.05
1,1.715,807,0.05
1,2.815,807,0.05
0,2.771,807,0.05
1,1.155,807,0.05
0,1.261,807,0.05
0,2.76,807,0.05
1,3.442,807,0.05
1,1.5,807,10.0
1,1.426,807,10.0
1,1.481,807,10.0
1,3.582,807,10.0
1,2.214,807,10.0
1,2.076,807,10.0
1,1.38,807,10.0
1,1.864,807,10.0
1,1.316,807,10.0
1,1.74,807,10.0
1,1.551,807,10.0
1,1.577,807,10.0
1,1.359,807,10.0
1,1.418,807,10.0
1,1.879,807,10.0
1,2.07,807,10.0
1,3.0198,808,10.0
1,3.6922,808,10.0
1,2.9617,808,10.0
1,4.2984,808,10.0
1,4.4225,808,10.0
1,4.5385,808,10.0
1,4.2388,808,10.0
1,6.0439,808,10.0
